,Date,Research & Development Cost,Revenue,Ticker,Total Operating Expences,Name,EmployeeCount,GlobalParty
3233,12/31/2017,0.0,10000000.0,EPZM,146842000.0,"EPIZYME, INC.",131,1 EPIZYME INC
3234,12/31/2016,0.0,8007000.0,EPZM,119833000.0,"EPIZYME, INC.",131,1 EPIZYME INC
3235,12/31/2015,0.0,2560000.0,EPZM,135109000.0,"EPIZYME, INC.",131,1 EPIZYME INC
3236,12/31/2014,0.0,41411000.0,EPZM,96461000.0,"EPIZYME, INC.",131,1 EPIZYME INC
3237,3/31/2018,0.0,1410997000.0,PLUS,1325185000.0,EPLUS INC.,"1,249",1 EPLUS INC
3238,3/31/2017,0.0,1329389000.0,PLUS,1243392000.0,EPLUS INC.,"1,249",1 EPLUS INC
3239,3/31/2016,0.0,1204199000.0,PLUS,1128378000.0,EPLUS INC.,"1,249",1 EPLUS INC
3240,3/31/2015,0.0,1143282000.0,PLUS,1072267000.0,EPLUS INC.,"1,249",1 EPLUS INC
3257,12/31/2017,25463000.0,3364000.0,ERYP,34254000.0,ERYTECH PHARMA S.A.,114,1 ERYTECH PHARMA SA
3258,12/31/2016,19720000.0,4138000.0,ERYP,26528000.0,ERYTECH PHARMA S.A.,114,1 ERYTECH PHARMA SA
3259,12/31/2015,10776000.0,2929000.0,ERYP,18512000.0,ERYTECH PHARMA S.A.,114,1 ERYTECH PHARMA SA
3260,12/31/2014,6613000.0,1795000.0,ERYP,10743000.0,ERYTECH PHARMA S.A.,114,1 ERYTECH PHARMA SA
3310,12/31/2017,19957000.0,0.0,EVLO,27531000.0,"EVELO BIOSCIENCES, INC.",56,1 EVELO BIOSCIENCES INC
3311,12/31/2016,9134000.0,0.0,EVLO,13025000.0,"EVELO BIOSCIENCES, INC.",56,1 EVELO BIOSCIENCES INC
3332,12/31/2017,0.0,0.0,EVGN,0.0,EVOGENE LTD.,165,1 EVOGENE INC
3333,12/31/2016,16405000.0,6540000.0,EVGN,27629000.0,EVOGENE LTD.,165,1 EVOGENE INC
3334,12/31/2015,14449000.0,11129000.0,EVGN,29050000.0,EVOGENE LTD.,165,1 EVOGENE INC
3335,12/31/2014,14022000.0,14511000.0,EVGN,29767000.0,EVOGENE LTD.,165,1 EVOGENE INC
3355,12/31/2017,112171000.0,452477000.0,EXEL,286599000.0,"EXELIXIS, INC.",372,1 EXELIXIS INC
3356,12/31/2016,95967000.0,191454000.0,EXEL,218164000.0,"EXELIXIS, INC.",372,1 EXELIXIS INC
3357,12/31/2015,96351000.0,37172000.0,EXEL,156351000.0,"EXELIXIS, INC.",372,1 EXELIXIS INC
3358,12/31/2014,189101000.0,25111000.0,EXEL,241773000.0,"EXELIXIS, INC.",372,1 EXELIXIS INC
3379,12/29/2017,0.0,329664000.0,EXPO,257613000.0,"EXPONENT, INC.","1,075",1 EXPONENT INC
3380,12/30/2016,0.0,299197000.0,EXPO,237286000.0,"EXPONENT, INC.","1,075",1 EXPONENT INC
3381,1/1/2016,0.0,295705000.0,EXPO,226772000.0,"EXPONENT, INC.","1,075",1 EXPONENT INC
3382,1/2/2015,0.0,289209000.0,EXPO,225660000.0,"EXPONENT, INC.","1,075",1 EXPONENT INC
3419,12/31/2017,7754000000.0,40653000000.0,FB,20450000000.0,"FACEBOOK, INC.","30,275",1 FACEBOOK INC
3420,12/31/2016,5919000000.0,27638000000.0,FB,15211000000.0,"FACEBOOK, INC.","30,275",1 FACEBOOK INC
3421,12/31/2015,4816000000.0,17928000000.0,FB,11703000000.0,"FACEBOOK, INC.","30,275",1 FACEBOOK INC
3422,12/31/2014,2666000000.0,12466000000.0,FB,7472000000.0,"FACEBOOK, INC.","30,275",1 FACEBOOK INC
3454,12/31/2017,0.0,4390500000.0,FAST,3509700000.0,FASTENAL COMPANY,"20,855",1 FASTENAL COMPANY
3455,12/31/2016,0.0,3962000000.0,FAST,3166700000.0,FASTENAL COMPANY,"20,855",1 FASTENAL COMPANY
3456,12/31/2015,0.0,3869200000.0,FAST,3041800000.0,FASTENAL COMPANY,"20,855",1 FASTENAL COMPANY
3457,12/31/2014,0.0,3733507000.0,FAST,2946881000.0,FASTENAL COMPANY,"20,855",1 FASTENAL COMPANY
3489,12/31/2017,196517000.0,125668000.0,FGEN,248277000.0,"FIBROGEN, INC",423,1 FIBROGEN INC
3490,12/31/2016,196517000.0,179577000.0,FGEN,233231000.0,"FIBROGEN, INC",423,1 FIBROGEN INC
3491,12/31/2015,196517000.0,180828000.0,FGEN,258453000.0,"FIBROGEN, INC",423,1 FIBROGEN INC
3492,12/31/2014,196517000.0,137601000.0,FGEN,187703000.0,"FIBROGEN, INC",423,1 FIBROGEN INC
3562,12/31/2017,0.0,1528553000.0,FCNCA,1086446000.0,"FIRST CITIZENS BANCSHARES, INC.","6,379",1 FIRST CITIZENS BANCSHARES INC
3563,12/31/2016,0.0,1377324000.0,FCNCA,1005851000.0,"FIRST CITIZENS BANCSHARES, INC.","6,379",1 FIRST CITIZENS BANCSHARES INC
3564,12/31/2015,0.0,1327644000.0,FCNCA,994090000.0,"FIRST CITIZENS BANCSHARES, INC.","6,379",1 FIRST CITIZENS BANCSHARES INC
3565,12/31/2014,0.0,1053520000.0,FCNCA,805665000.0,"FIRST CITIZENS BANCSHARES, INC.","6,379",1 FIRST CITIZENS BANCSHARES INC
3640,12/31/2017,88573000.0,2941324000.0,FSLR,2726292000.0,"FIRST SOLAR, INC.","4,100",1 FIRST SOLAR INC
3641,12/31/2016,124762000.0,2904563000.0,FSLR,2653922000.0,"FIRST SOLAR, INC.","4,100",1 FIRST SOLAR INC
3642,12/31/2015,130593000.0,4112650000.0,FSLR,3382491000.0,"FIRST SOLAR, INC.","4,100",1 FIRST SOLAR INC
3643,12/31/2014,143969000.0,3391187000.0,FSLR,2969188000.0,"FIRST SOLAR, INC.","4,100",1 FIRST SOLAR INC
3678,3/31/2018,0.0,25441131000.0,FLEX,24876443000.0,FLEX LTD.,"200,000",1 FLEX TECHNOLOGIES INC
3679,3/31/2017,0.0,23862934000.0,FLEX,23229051000.0,FLEX LTD.,"200,000",1 FLEX TECHNOLOGIES INC
3680,3/31/2016,0.0,24418885000.0,FLEX,23770673000.0,FLEX LTD.,"200,000",1 FLEX TECHNOLOGIES INC
3681,3/31/2015,0.0,26147916000.0,FLEX,25479084000.0,FLEX LTD.,"200,000",1 FLEX TECHNOLOGIES INC
3698,12/31/2017,170735000.0,1800434000.0,FLIR,1486260000.0,"FLIR SYSTEMS, INC.","3,500",1 FLIR SYSTEMS INC
3699,12/31/2016,147537000.0,1662167000.0,FLIR,1365018000.0,"FLIR SYSTEMS, INC.","3,500",1 FLIR SYSTEMS INC
3700,12/31/2015,132892000.0,1557067000.0,FLIR,1249942000.0,"FLIR SYSTEMS, INC.","3,500",1 FLIR SYSTEMS INC
3701,12/31/2014,142751000.0,1530654000.0,FLIR,1254436000.0,"FLIR SYSTEMS, INC.","3,500",1 FLIR SYSTEMS INC
3737,12/30/2017,73807000.0,548441000.0,FORM,501330000.0,"FORMFACTOR, INC.","1,685",1 FORMFACTOR INC
3738,12/31/2016,57453000.0,383881000.0,FORM,405596000.0,"FORMFACTOR, INC.","1,685",1 FORMFACTOR INC
3739,12/26/2015,44184000.0,282358000.0,FORM,285894000.0,"FORMFACTOR, INC.","1,685",1 FORMFACTOR INC
3740,12/27/2014,42725000.0,268530000.0,FORM,285201000.0,"FORMFACTOR, INC.","1,685",1 FORMFACTOR INC
3795,4/30/2018,6950000.0,39407000.0,FEIM,51802000.0,"FREQUENCY ELECTRONICS, INC.",300,1 FREQUENCY ELECTRONICS INC
3796,4/30/2017,6876000.0,50351000.0,FEIM,57876000.0,"FREQUENCY ELECTRONICS, INC.",300,1 FREQUENCY ELECTRONICS INC
3797,4/30/2016,5428000.0,55416000.0,FEIM,52948000.0,"FREQUENCY ELECTRONICS, INC.",300,1 FREQUENCY ELECTRONICS INC
3798,4/30/2015,5666000.0,76564000.0,FEIM,72889000.0,"FREQUENCY ELECTRONICS, INC.",300,1 FREQUENCY ELECTRONICS INC
3831,10/31/2017,20398000.0,95666000.0,FCEL,139246000.0,"FUELCELL ENERGY, INC.",458,1 FUELCELL ENERGY
3832,10/31/2016,20846000.0,108252000.0,FCEL,154605000.0,"FUELCELL ENERGY, INC.",458,1 FUELCELL ENERGY
3833,10/31/2015,17442000.0,163077000.0,FCEL,191969000.0,"FUELCELL ENERGY, INC.",458,1 FUELCELL ENERGY
3834,10/31/2014,18240000.0,180293000.0,FCEL,207604000.0,"FUELCELL ENERGY, INC.",458,1 FUELCELL ENERGY
3870,12/31/2017,95839000.0,155918000.0,GLPG,245720000.0,GALAPAGOS NV,675,1 GALAPAGOS NV
3871,12/31/2016,67593000.0,151612000.0,GLPG,163102000.0,GALAPAGOS NV,675,1 GALAPAGOS NV
3872,12/31/2015,48882000.0,60579000.0,GLPG,150023000.0,GALAPAGOS NV,675,1 GALAPAGOS NV
3873,12/31/2014,34813000.0,90021000.0,GLPG,125977000.0,GALAPAGOS NV,675,1 GALAPAGOS NV
3874,12/31/2017,11721000.0,0.0,GALT,16247000.0,GALECTIN THERAPEUTICS INC.,7,1 GALECTIN THERAPEUTICS
3875,12/31/2016,15325000.0,0.0,GALT,21481000.0,GALECTIN THERAPEUTICS INC.,7,1 GALECTIN THERAPEUTICS
3876,12/31/2015,13114000.0,0.0,GALT,20079000.0,GALECTIN THERAPEUTICS INC.,7,1 GALECTIN THERAPEUTICS
3877,12/31/2014,8425000.0,0.0,GALT,15280000.0,GALECTIN THERAPEUTICS INC.,7,1 GALECTIN THERAPEUTICS
3890,12/30/2017,511634000.0,3087004000.0,GRMN,2418144000.0,GARMIN LTD.,"12,300",1 GARMIN LTD
3891,12/31/2016,467960000.0,3018665000.0,GRMN,2394756000.0,GARMIN LTD.,"12,300",1 GARMIN LTD
3892,12/26/2015,427043000.0,2820270000.0,GRMN,2270689000.0,GARMIN LTD.,"12,300",1 GARMIN LTD
3893,12/27/2014,395121000.0,2870658000.0,GRMN,2180032000.0,GARMIN LTD.,"12,300",1 GARMIN LTD
3927,12/31/2017,42760000.0,52519000.0,GNMK,112036000.0,"GENMARK DIAGNOSTICS, INC.",517,1 GENMARK DIAGNOSTICS INC
3928,12/31/2016,49458000.0,49274000.0,GNMK,98255000.0,"GENMARK DIAGNOSTICS, INC.",517,1 GENMARK DIAGNOSTICS INC
3929,12/31/2015,37472000.0,39411000.0,GNMK,80946000.0,"GENMARK DIAGNOSTICS, INC.",517,1 GENMARK DIAGNOSTICS INC
3930,12/31/2014,31823000.0,30594000.0,GNMK,69648000.0,"GENMARK DIAGNOSTICS, INC.",517,1 GENMARK DIAGNOSTICS INC
3931,12/31/2017,0.0,0.0,GNCA,52637000.0,"GENOCEA BIOSCIENCES, INC.",52,1 GENOCEA BIOSCIENCES INC
3932,12/31/2016,0.0,235000.0,GNCA,50072000.0,"GENOCEA BIOSCIENCES, INC.",52,1 GENOCEA BIOSCIENCES INC
3933,12/31/2015,0.0,670000.0,GNCA,42036000.0,"GENOCEA BIOSCIENCES, INC.",52,1 GENOCEA BIOSCIENCES INC
3934,12/31/2014,0.0,308000.0,GNCA,33474000.0,"GENOCEA BIOSCIENCES, INC.",52,1 GENOCEA BIOSCIENCES INC
3935,12/31/2017,52826000.0,340750000.0,GHDX,343924000.0,"GENOMIC HEALTH, INC.",863,1 GENOMIC HEALTH INC
3936,12/31/2016,56821000.0,327868000.0,GHDX,340700000.0,"GENOMIC HEALTH, INC.",863,1 GENOMIC HEALTH INC
3937,12/31/2015,44857000.0,287458000.0,GHDX,315350000.0,"GENOMIC HEALTH, INC.",863,1 GENOMIC HEALTH INC
3938,12/31/2014,49598000.0,275706000.0,GHDX,299333000.0,"GENOMIC HEALTH, INC.",863,1 GENOMIC HEALTH INC
3942,12/31/2017,99726.43800000001,1794872.5780000002,GNTX,1271514.226,GENTEX CORPORATION,"5,481",1 GENTEX CORPORATION
3943,12/31/2016,94238.03199999999,1678924.756,GNTX,1167181.821,GENTEX CORPORATION,"5,481",1 GENTEX CORPORATION
3944,12/31/2015,88392.91900000001,1543617.706,GNTX,1084851.267,GENTEX CORPORATION,"5,481",1 GENTEX CORPORATION
3945,12/31/2014,84175.73800000001,1375501.159,GNTX,976666.985,GENTEX CORPORATION,"5,481",1 GENTEX CORPORATION
3946,12/31/2017,82478000.0,985683000.0,THRM,887570000.0,GENTHERM INC,"13,000",1 GENTHERM INCORPORATED
3947,12/31/2016,72923000.0,917600000.0,THRM,804765000.0,GENTHERM INC,"13,000",1 GENTHERM INCORPORATED
3948,12/31/2015,59604000.0,856445000.0,THRM,735126000.0,GENTHERM INC,"13,000",1 GENTHERM INCORPORATED
3949,12/31/2014,57526000.0,811300000.0,THRM,711791000.0,GENTHERM INC,"13,000",1 GENTHERM INCORPORATED
3958,12/31/2017,2596000.0,1065000.0,GERN,30320000.0,GERON CORPORATION,15,1 GERON CORPORATION
3959,12/31/2016,3352000.0,6162000.0,GERN,36808000.0,GERON CORPORATION,15,1 GERON CORPORATION
3960,12/31/2015,8257000.0,36371000.0,GERN,35624000.0,GERON CORPORATION,15,1 GERON CORPORATION
3961,12/31/2014,11806000.0,1153000.0,GERN,37465000.0,GERON CORPORATION,15,1 GERON CORPORATION
3962,12/31/2017,5182000.0,27536000.0,GEVO,50818000.0,"GEVO, INC.",80,1 GEVO INC
3963,12/31/2016,5216000.0,27213000.0,GEVO,51198000.0,"GEVO, INC.",80,1 GEVO INC
3964,12/31/2015,6610000.0,30137000.0,GEVO,62064000.0,"GEVO, INC.",80,1 GEVO INC
3965,12/31/2014,14120000.0,28266000.0,GEVO,68043000.0,"GEVO, INC.",80,1 GEVO INC
4038,12/31/2017,24100.092,0.0,GLYC,33932.28,"GLYCOMIMETICS, INC.",40,1 GLYCOMIMETICS INC
4039,12/31/2016,23281.82,18.5,GLYC,31931.985,"GLYCOMIMETICS, INC.",40,1 GLYCOMIMETICS INC
4040,12/31/2015,25050.179,20070.75,GLYC,32855.575,"GLYCOMIMETICS, INC.",40,1 GLYCOMIMETICS INC
4041,12/31/2014,19571.073,15027.003999999999,GLYC,26166.811,"GLYCOMIMETICS, INC.",40,1 GLYCOMIMETICS INC
4088,12/31/2017,0.0,974134000.0,LOPE,691380000.0,"GRAND CANYON EDUCATION, INC.","4,000",1 GRAND CANYON EDUCATION INC
4089,12/31/2016,0.0,873344000.0,LOPE,632618000.0,"GRAND CANYON EDUCATION, INC.","4,000",1 GRAND CANYON EDUCATION INC
4090,12/31/2015,0.0,778200000.0,LOPE,567839000.0,"GRAND CANYON EDUCATION, INC.","4,000",1 GRAND CANYON EDUCATION INC
4091,12/31/2014,0.0,691055000.0,LOPE,510240000.0,"GRAND CANYON EDUCATION, INC.","4,000",1 GRAND CANYON EDUCATION INC
4121,12/31/2017,0.0,3596166000.0,GPRE,3554420000.0,"GREEN PLAINS, INC.","1,427",1 GREEN PLAINS INC
4122,12/31/2016,0.0,3410881000.0,GPRE,3315593000.0,"GREEN PLAINS, INC.","1,427",1 GREEN PLAINS INC
4123,12/31/2015,0.0,2965589000.0,GPRE,2904512000.0,"GREEN PLAINS, INC.","1,427",1 GREEN PLAINS INC
4124,12/31/2014,0.0,3235611000.0,GPRE,2959837000.0,"GREEN PLAINS, INC.","1,427",1 GREEN PLAINS INC
4149,12/31/2017,160067000.0,4318073000.0,GRFS,3164309000.0,"GRIFOLS, S.A.","18,664",1 GRIFOLS SA
4150,12/31/2016,197617000.0,4049830000.0,GRFS,3110422000.0,"GRIFOLS, S.A.","18,664",1 GRIFOLS SA
4151,12/31/2015,224193000.0,3934563000.0,GRFS,2964193000.0,"GRIFOLS, S.A.","18,664",1 GRIFOLS SA
4152,12/31/2014,180753000.0,3355384000.0,GRFS,2497695000.0,"GRIFOLS, S.A.","18,664",1 GRIFOLS SA
4172,3/31/2018,16998000.0,42643000.0,GSIT,47580000.0,"GSI TECHNOLOGY, INC.",157,2US GSI TECHNOLOGY
4173,3/31/2017,15803000.0,48180000.0,GSIT,48524000.0,"GSI TECHNOLOGY, INC.",157,2US GSI TECHNOLOGY
4174,3/31/2016,12095000.0,52736000.0,GSIT,55331000.0,"GSI TECHNOLOGY, INC.",157,2US GSI TECHNOLOGY
4175,3/31/2015,11917000.0,53498000.0,GSIT,59539000.0,"GSI TECHNOLOGY, INC.",157,2US GSI TECHNOLOGY
4176,12/31/2017,0.0,0.0,GTXI,30655000.0,"GTX, INC.",27,1 GTX INC
4177,12/31/2016,0.0,0.0,GTXI,25933000.0,"GTX, INC.",27,1 GTX INC
4178,12/31/2015,0.0,0.0,GTXI,21841000.0,"GTX, INC.",27,1 GTX INC
4179,12/31/2014,0.0,0.0,GTXI,30348000.0,"GTX, INC.",27,1 GTX INC
4207,9/30/2017,111229000.0,8238000.0,GWPH,156469000.0,GW PHARMACEUTICALS PLC,618,1 GW PHARMACEUTICALS PLC
4208,9/30/2016,99815000.0,10315000.0,GWPH,122473000.0,GW PHARMACEUTICALS PLC,618,1 GW PHARMACEUTICALS PLC
4209,9/30/2015,76785000.0,28540000.0,GWPH,91972000.0,GW PHARMACEUTICALS PLC,618,1 GW PHARMACEUTICALS PLC
4210,9/30/2014,43883000.0,30045000.0,GWPH,52872000.0,GW PHARMACEUTICALS PLC,618,1 GW PHARMACEUTICALS PLC
4273,12/31/2017,0.0,0.0,HBIO,101983000.0,"HARVARD BIOSCIENCE, INC.",413,1 HARVARD BIOSCIENCE INC
4274,12/31/2016,5392000.0,104521000.0,HBIO,105656000.0,"HARVARD BIOSCIENCE, INC.",413,1 HARVARD BIOSCIENCE INC
4275,12/31/2015,6420000.0,108664000.0,HBIO,109589000.0,"HARVARD BIOSCIENCE, INC.",413,1 HARVARD BIOSCIENCE INC
4276,12/31/2014,4880000.0,108663000.0,HBIO,101828000.0,"HARVARD BIOSCIENCE, INC.",413,1 HARVARD BIOSCIENCE INC
4282,12/31/2017,269020000.0,5209782000.0,HAS,4399423000.0,"HASBRO, INC.","5,400",1 HASBRO INC
4283,12/25/2016,266375000.0,5019822000.0,HAS,4198916000.0,"HASBRO, INC.","5,400",1 HASBRO INC
4284,12/27/2015,242944000.0,4447509000.0,HAS,3755576000.0,"HASBRO, INC.","5,400",1 HASBRO INC
4285,12/28/2014,222556000.0,4277207000.0,HAS,3635732000.0,"HASBRO, INC.","5,400",1 HASBRO INC
4290,4/1/2018,0.0,504169000.0,HWKN,476112000.0,"HAWKINS, INC.",653,1 HAWKINS INC
4291,4/2/2017,0.0,483593000.0,HWKN,444901000.0,"HAWKINS, INC.",653,1 HAWKINS INC
4292,4/3/2016,0.0,413976000.0,HWKN,379505000.0,"HAWKINS, INC.",653,1 HAWKINS INC
4293,3/29/2015,0.0,364023000.0,HWKN,333607000.0,"HAWKINS, INC.",653,1 HAWKINS INC
4300,9/30/2017,3855000.0,395209000.0,HAYN,411747000.0,"HAYNES INTERNATIONAL, INC.","1,124",1 HAYNES INTERNATIONAL INC
4301,9/30/2016,3698000.0,406359000.0,HAYN,402161000.0,"HAYNES INTERNATIONAL, INC.","1,124",1 HAYNES INTERNATIONAL INC
4302,9/30/2015,3598000.0,487635000.0,HAYN,440141000.0,"HAYNES INTERNATIONAL, INC.","1,124",1 HAYNES INTERNATIONAL INC
4303,9/30/2014,3556000.0,455410000.0,HAYN,450361000.0,"HAYNES INTERNATIONAL, INC.","1,124",1 HAYNES INTERNATIONAL INC
4344,2/28/2018,13500000.0,1489747000.0,HELE,1299785000.0,HELEN OF TROY LIMITED,"1,489",1 HELEN OF TROY LTD
4345,2/28/2017,11800000.0,1406676000.0,HELE,1232644000.0,HELEN OF TROY LIMITED,"1,489",1 HELEN OF TROY LTD
4346,2/29/2016,11600000.0,1392575000.0,HELE,1246448000.0,HELEN OF TROY LIMITED,"1,489",1 HELEN OF TROY LTD
4347,2/28/2015,11600000.0,1445131000.0,HELE,1274412000.0,HELEN OF TROY LIMITED,"1,489",1 HELEN OF TROY LTD
4364,12/30/2017,0.0,12461543000.0,HSIC,11596849000.0,"HENRY SCHEIN, INC.","22,000",1 HENRY SCHEIN INC
4365,12/31/2016,0.0,11571668000.0,HSIC,10754203000.0,"HENRY SCHEIN, INC.","22,000",1 HENRY SCHEIN INC
4366,12/26/2015,0.0,10629719000.0,HSIC,9860816000.0,"HENRY SCHEIN, INC.","22,000",1 HENRY SCHEIN INC
4367,12/27/2014,0.0,10371390000.0,HSIC,9656248000.0,"HENRY SCHEIN, INC.","22,000",1 HENRY SCHEIN INC
4388,12/31/2017,2004000.0,129341000.0,HSKA,111122000.0,HESKA CORPORATION,345,1 HESKA CORPORATION
4389,12/31/2016,2147000.0,130083000.0,HSKA,113550000.0,HESKA CORPORATION,345,1 HESKA CORPORATION
4390,12/31/2015,1658000.0,104597000.0,HSKA,96040000.0,HESKA CORPORATION,345,1 HESKA CORPORATION
4391,12/31/2014,1414000.0,89837000.0,HSKA,86926000.0,HESKA CORPORATION,345,1 HESKA CORPORATION
4436,9/30/2017,232800000.0,3058800000.0,HOLX,2493700000.0,"HOLOGIC, INC.","6,233",1 HOLOGIC INC
4437,9/24/2016,232100000.0,2832700000.0,HOLX,2261400000.0,"HOLOGIC, INC.","6,233",1 HOLOGIC INC
4438,9/26/2015,214900000.0,2705000000.0,HOLX,2221400000.0,"HOLOGIC, INC.","6,233",1 HOLOGIC INC
4439,9/27/2014,203200000.0,2530700000.0,HOLX,2165600000.0,"HOLOGIC, INC.","6,233",1 HOLOGIC INC
4464,12/31/2017,21378.154,0.0,FIXX,29657.498,"HOMOLOGY MEDICINES, INC.",84,1 HOMOLOGY MEDICINES INC
4465,12/31/2016,5694.996999999999,0.0,FIXX,10000.018,"HOMOLOGY MEDICINES, INC.",84,1 HOMOLOGY MEDICINES INC
4482,12/31/2017,65791000.0,1056231000.0,HZNP,1148008000.0,HORIZON PHARMA PLC,980,1 HORIZON PHARMA PLC
4483,12/31/2016,60707000.0,981120000.0,HZNP,966690000.0,HORIZON PHARMA PLC,980,1 HORIZON PHARMA PLC
4484,12/31/2015,41865000.0,757044000.0,HZNP,688277000.0,HORIZON PHARMA PLC,980,1 HORIZON PHARMA PLC
4485,12/31/2014,17460000.0,296955000.0,HZNP,294381000.0,HORIZON PHARMA PLC,980,1 HORIZON PHARMA PLC
4516,12/31/2017,9996.627,14759.567,HTGM,32482.175,"HTG MOLECULAR DIAGNOSTICS, INC.",94,1 HTG MOLECULAR DIAGNOSTICS INC
4517,12/31/2016,7900.311,5132.73,HTGM,29463.972,"HTG MOLECULAR DIAGNOSTICS, INC.",94,1 HTG MOLECULAR DIAGNOSTICS INC
4518,12/31/2015,4601.718,4041.575,HTGM,22931.639,"HTG MOLECULAR DIAGNOSTICS, INC.",94,1 HTG MOLECULAR DIAGNOSTICS INC
4519,12/31/2014,3075.204,3328.9570000000003,HTGM,16177.816,"HTG MOLECULAR DIAGNOSTICS, INC.",94,1 HTG MOLECULAR DIAGNOSTICS INC
4564,12/31/2017,6376000.0,48052000.0,HYGS,56750000.0,HYDROGENICS CORPORATION,175,1 HYDROGENICS CORPORATION
4565,12/31/2016,3576000.0,28990000.0,HYGS,37896000.0,HYDROGENICS CORPORATION,175,1 HYDROGENICS CORPORATION
4566,12/31/2015,4070000.0,35864000.0,HYGS,44178000.0,HYDROGENICS CORPORATION,175,1 HYDROGENICS CORPORATION
4567,12/31/2014,3284000.0,45548000.0,HYGS,49374000.0,HYDROGENICS CORPORATION,175,1 HYDROGENICS CORPORATION
4592,12/31/2017,0.0,19544000000.0,IEP,18619000000.0,ICAHN ENTERPRISES L.P.,"89,034",1 ICAHN ENTERPRISES LP
4593,12/31/2016,0.0,16337000000.0,IEP,16913000000.0,ICAHN ENTERPRISES L.P.,"89,034",1 ICAHN ENTERPRISES LP
4594,12/31/2015,0.0,15239000000.0,IEP,15292000000.0,ICAHN ENTERPRISES L.P.,"89,034",1 ICAHN ENTERPRISES LP
4595,12/31/2014,0.0,19219000000.0,IEP,18723000000.0,ICAHN ENTERPRISES L.P.,"89,034",1 ICAHN ENTERPRISES LP
4604,12/29/2017,7899000.0,655892000.0,ICHR,600050000.0,ICHOR HOLDINGS,"1,420",1 ICHOR HOLDINGS LTD
4605,12/30/2016,6383000.0,405747000.0,ICHR,380376000.0,ICHOR HOLDINGS,"1,420",1 ICHOR HOLDINGS LTD
4606,12/25/2015,4813000.0,290641000.0,ICHR,278040000.0,ICHOR HOLDINGS,"1,420",1 ICHOR HOLDINGS LTD
4607,12/26/2014,3915000.0,249087000.0,ICHR,245538000.0,ICHOR HOLDINGS,"1,420",1 ICHOR HOLDINGS LTD
4611,12/31/2017,0.0,1758439000.0,ICLR,1412348000.0,ICON PLC,"13,650",1 ICON PLC
4612,12/31/2016,0.0,1666487000.0,ICLR,1346634000.0,ICON PLC,"13,650",1 ICON PLC
4613,12/31/2015,0.0,1574978000.0,ICLR,1293442000.0,ICON PLC,"13,650",1 ICON PLC
4614,12/31/2014,0.0,1503316000.0,ICLR,1292170000.0,ICON PLC,"13,650",1 ICON PLC
4619,12/31/2017,0.0,0.0,ICUI,1155424000.0,"ICU MEDICAL, INC.","6,802",1 ICU MEDICAL INC
4620,12/31/2016,12955000.0,379372000.0,ICUI,280355000.0,"ICU MEDICAL, INC.","6,802",1 ICU MEDICAL INC
4621,12/31/2015,15714000.0,339668000.0,ICUI,257801000.0,"ICU MEDICAL, INC.","6,802",1 ICU MEDICAL INC
4622,12/31/2014,18332000.0,307360000.0,ICUI,263230000.0,"ICU MEDICAL, INC.","6,802",1 ICU MEDICAL INC
4631,12/31/2017,25655000.0,902000.0,IDRA,61792000.0,"IDERA PHARMACEUTICALS, INC.",62,1 IDERA PHARMACEUTICAL
4632,12/31/2016,24095000.0,16199000.0,IDRA,54956000.0,"IDERA PHARMACEUTICALS, INC.",62,1 IDERA PHARMACEUTICAL
4633,12/31/2015,20457000.0,249000.0,IDRA,49095000.0,"IDERA PHARMACEUTICALS, INC.",62,1 IDERA PHARMACEUTICAL
4634,12/31/2014,16228000.0,73000.0,IDRA,38825000.0,"IDERA PHARMACEUTICALS, INC.",62,1 IDERA PHARMACEUTICAL
4635,12/31/2017,109182000.0,1969058000.0,IDXX,1556030000.0,"IDEXX LABORATORIES, INC.","8,000",1 IDEXX LABORATORIES INC
4636,12/31/2016,101122000.0,1775423000.0,IDXX,1422956000.0,"IDEXX LABORATORIES, INC.","8,000",1 IDEXX LABORATORIES INC
4637,12/31/2015,99681000.0,1601892000.0,IDXX,1293768000.0,"IDEXX LABORATORIES, INC.","8,000",1 IDEXX LABORATORIES INC
4638,12/31/2014,98263000.0,1485807000.0,IDXX,1216052000.0,"IDEXX LABORATORIES, INC.","8,000",1 IDEXX LABORATORIES INC
4671,12/31/2017,495000000.0,2752000000.0,ILMN,2124000000.0,"ILLUMINA, INC.","6,200",1 ILLUMINA INC
4672,1/1/2017,458000000.0,2398000000.0,ILMN,1821000000.0,"ILLUMINA, INC.","6,200",1 ILLUMINA INC
4673,1/3/2016,362000000.0,2220000000.0,ILMN,1594000000.0,"ILLUMINA, INC.","6,200",1 ILLUMINA INC
4674,12/28/2014,306055000.0,1861358000.0,ILMN,1369186000.0,"ILLUMINA, INC.","6,200",1 ILLUMINA INC
4683,12/31/2017,2046.5639999999999,10431.091,ICCC,10673.936000000002,IMMUCELL CORPORATION,48,1 IMMUCELL CORPORATION
4684,12/31/2016,1244.335,9543.961,ICCC,8653.757,IMMUCELL CORPORATION,48,1 IMMUCELL CORPORATION
4685,12/31/2015,1235.309,10228.689,ICCC,8106.366999999999,IMMUCELL CORPORATION,48,1 IMMUCELL CORPORATION
4686,12/31/2014,2179.0789999999997,7596.874,ICCC,7803.272,IMMUCELL CORPORATION,48,1 IMMUCELL CORPORATION
